,,,ipadic,ipadic,ipadic,ipadic,jumandic,jumandic,jumandic,jumandic,unidic,unidic,unidic,unidic
,,,frequencies,frequencies,percentages,percentages,frequencies,frequencies,percentages,percentages,frequencies,frequencies,percentages,percentages
unexpected joining,,,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES
postfix,unit length,compound unit,,,,,,,,,,,,
員,2,一員,511,0,1.0,0.0,511,0,1.0,0.0,511,0,1.0,0.0
員,2,人員,633,0,1.0,0.0,633,0,1.0,0.0,633,0,1.0,0.0
員,2,会員,684,2,0.9970845481049563,0.0029154518950437317,684,2,0.9970845481049563,0.0029154518950437317,683,3,0.9956268221574344,0.004373177842565598
員,2,全員,535,0,1.0,0.0,535,0,1.0,0.0,535,0,1.0,0.0
員,2,委員,796,1,0.998745294855709,0.0012547051442910915,796,1,0.998745294855709,0.0012547051442910915,797,0,1.0,0.0
員,2,役員,720,0,1.0,0.0,720,0,1.0,0.0,720,0,1.0,0.0
員,2,総員,18,0,1.0,0.0,18,0,1.0,0.0,18,0,1.0,0.0
員,2,職員,720,1,0.9986130374479889,0.0013869625520110957,721,0,1.0,0.0,718,3,0.9958391123439667,0.004160887656033287
員,2,船員,458,1,0.9978213507625272,0.002178649237472767,458,1,0.9978213507625272,0.002178649237472767,454,5,0.9891067538126361,0.010893246187363835
員,2,行員,93,3,0.96875,0.03125,93,3,0.96875,0.03125,93,3,0.96875,0.03125
員,3,会社員,489,0,1.0,0.0,488,1,0.9979550102249489,0.002044989775051125,488,1,0.9979550102249489,0.002044989775051125
員,3,作業員,218,0,1.0,0.0,218,0,1.0,0.0,218,0,1.0,0.0
員,3,従業員,592,1,0.9983136593591906,0.0016863406408094434,593,0,1.0,0.0,593,0,1.0,0.0
員,3,添乗員,173,0,1.0,0.0,173,0,1.0,0.0,173,0,1.0,0.0
員,3,特派員,113,0,1.0,0.0,113,0,1.0,0.0,113,0,1.0,0.0
員,3,組合員,720,3,0.995850622406639,0.004149377593360996,718,5,0.9930843706777317,0.006915629322268326,722,1,0.9986168741355463,0.0013831258644536654
員,3,通報員,3,0,1.0,0.0,3,0,1.0,0.0,3,0,1.0,0.0
員,3,銀行員,206,0,1.0,0.0,206,0,1.0,0.0,206,0,1.0,0.0
場,2,上場,205,0,1.0,0.0,205,0,1.0,0.0,205,0,1.0,0.0
場,2,会場,575,2,0.9965337954939342,0.0034662045060658577,577,0,1.0,0.0,577,0,1.0,0.0
場,2,劇場,643,9,0.9861963190184049,0.013803680981595092,649,3,0.995398773006135,0.004601226993865031,649,3,0.995398773006135,0.004601226993865031
場,2,地場,51,0,1.0,0.0,51,0,1.0,0.0,51,0,1.0,0.0
場,2,夏場,386,0,1.0,0.0,386,0,1.0,0.0,386,0,1.0,0.0
場,2,工場,662,0,1.0,0.0,657,5,0.9924471299093656,0.0075528700906344415,662,0,1.0,0.0
場,2,市場,696,0,1.0,0.0,696,0,1.0,0.0,696,0,1.0,0.0
場,2,広場,594,0,1.0,0.0,594,0,1.0,0.0,594,0,1.0,0.0
場,2,式場,191,4,0.9794871794871794,0.020512820512820513,195,0,1.0,0.0,194,1,0.9948717948717949,0.005128205128205128
場,2,役場,392,2,0.9949238578680203,0.005076142131979695,394,0,1.0,0.0,394,0,1.0,0.0
場,2,戦場,533,1,0.99812734082397,0.0018726591760299626,532,2,0.9962546816479401,0.003745318352059925,533,1,0.99812734082397,0.0018726591760299626
場,2,現場,571,0,1.0,0.0,571,0,1.0,0.0,571,0,1.0,0.0
場,2,球場,315,8,0.9752321981424149,0.02476780185758514,317,6,0.9814241486068112,0.018575851393188854,315,8,0.9752321981424149,0.02476780185758514
場,2,登場,539,0,1.0,0.0,539,0,1.0,0.0,539,0,1.0,0.0
場,2,相場,621,8,0.9872813990461049,0.012718600953895072,629,0,1.0,0.0,629,0,1.0,0.0
場,2,立場,562,0,1.0,0.0,562,0,1.0,0.0,562,0,1.0,0.0
場,2,職場,552,0,1.0,0.0,552,0,1.0,0.0,552,0,1.0,0.0
場,2,開場,290,0,1.0,0.0,290,0,1.0,0.0,290,0,1.0,0.0
場,2,馬場,395,9,0.9777227722772277,0.022277227722772276,402,2,0.995049504950495,0.0049504950495049506,389,15,0.9628712871287128,0.03712871287128713
場,3,事業場,280,0,1.0,0.0,280,0,1.0,0.0,280,0,1.0,0.0
場,3,処理場,24,0,1.0,0.0,24,0,1.0,0.0,24,0,1.0,0.0
場,3,採取場,34,0,1.0,0.0,34,0,1.0,0.0,34,0,1.0,0.0
場,3,練習場,106,0,1.0,0.0,106,0,1.0,0.0,106,0,1.0,0.0
場,3,運動場,199,0,1.0,0.0,199,0,1.0,0.0,199,0,1.0,0.0
場,3,野球場,99,0,1.0,0.0,98,1,0.98989898989899,0.010101010101010102,98,1,0.98989898989899,0.010101010101010102
場,3,飛行場,412,2,0.9951690821256038,0.004830917874396135,414,0,1.0,0.0,414,0,1.0,0.0
場,3,駐車場,595,1,0.9983221476510067,0.0016778523489932886,595,1,0.9983221476510067,0.0016778523489932886,595,1,0.9983221476510067,0.0016778523489932886
場,3,駐輪場,158,0,1.0,0.0,158,0,1.0,0.0,157,1,0.9936708860759493,0.006329113924050633
士,2,兵士,607,0,1.0,0.0,607,0,1.0,0.0,607,0,1.0,0.0
士,2,同士,82,0,1.0,0.0,82,0,1.0,0.0,82,0,1.0,0.0
士,2,壮士,52,0,1.0,0.0,52,0,1.0,0.0,52,0,1.0,0.0
士,2,武士,633,0,1.0,0.0,633,0,1.0,0.0,633,0,1.0,0.0
士,2,浪士,53,0,1.0,0.0,53,0,1.0,0.0,53,0,1.0,0.0
士,2,範士,4,0,1.0,0.0,4,0,1.0,0.0,4,0,1.0,0.0
士,2,紳士,564,0,1.0,0.0,564,0,1.0,0.0,564,0,1.0,0.0
士,2,義士,19,0,1.0,0.0,19,0,1.0,0.0,19,0,1.0,0.0
士,2,藩士,125,0,1.0,0.0,124,1,0.992,0.008,125,0,1.0,0.0
士,2,騎士,599,0,1.0,0.0,599,0,1.0,0.0,599,0,1.0,0.0
士,3,代議士,213,0,1.0,0.0,213,0,1.0,0.0,213,0,1.0,0.0
士,3,会計士,80,0,1.0,0.0,80,0,1.0,0.0,80,0,1.0,0.0
士,3,保育士,220,0,1.0,0.0,220,0,1.0,0.0,220,0,1.0,0.0
士,3,弁護士,689,0,1.0,0.0,689,0,1.0,0.0,689,0,1.0,0.0
士,3,技能士,5,0,1.0,0.0,5,0,1.0,0.0,5,0,1.0,0.0
士,3,消防士,137,0,1.0,0.0,137,0,1.0,0.0,137,0,1.0,0.0
士,3,税理士,428,4,0.9907407407407407,0.009259259259259259,432,0,1.0,0.0,432,0,1.0,0.0
士,3,管理士,1,0,1.0,0.0,1,0,1.0,0.0,1,0,1.0,0.0
室,2,個室,580,0,1.0,0.0,580,0,1.0,0.0,580,0,1.0,0.0
室,2,側室,186,0,1.0,0.0,186,0,1.0,0.0,186,0,1.0,0.0
室,2,客室,372,0,1.0,0.0,371,1,0.9973118279569892,0.002688172043010753,372,0,1.0,0.0
室,2,密室,266,0,1.0,0.0,266,0,1.0,0.0,266,0,1.0,0.0
室,2,教室,595,0,1.0,0.0,595,0,1.0,0.0,594,1,0.9983193277310924,0.0016806722689075631
室,2,正室,91,0,1.0,0.0,91,0,1.0,0.0,91,0,1.0,0.0
室,2,病室,544,1,0.998165137614679,0.001834862385321101,545,0,1.0,0.0,545,0,1.0,0.0
室,2,皇室,468,0,1.0,0.0,468,0,1.0,0.0,468,0,1.0,0.0
室,2,自室,261,0,1.0,0.0,261,0,1.0,0.0,261,0,1.0,0.0
室,2,茶室,272,0,1.0,0.0,272,0,1.0,0.0,272,0,1.0,0.0
室,3,事務室,187,0,1.0,0.0,187,0,1.0,0.0,187,0,1.0,0.0
室,3,保健室,153,0,1.0,0.0,153,0,1.0,0.0,153,0,1.0,0.0
室,3,冷蔵室,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0
室,3,喫茶室,49,0,1.0,0.0,49,0,1.0,0.0,49,0,1.0,0.0
室,3,図書室,246,0,1.0,0.0,246,0,1.0,0.0,246,0,1.0,0.0
室,3,実験室,195,0,1.0,0.0,195,0,1.0,0.0,194,1,0.9948717948717949,0.005128205128205128
室,3,研究室,557,0,1.0,0.0,557,0,1.0,0.0,557,0,1.0,0.0
室,3,美容室,191,0,1.0,0.0,191,0,1.0,0.0,191,0,1.0,0.0
室,3,調理室,80,0,1.0,0.0,80,0,1.0,0.0,80,0,1.0,0.0
家,2,作家,602,1,0.9983416252072969,0.001658374792703151,602,1,0.9983416252072969,0.001658374792703151,601,2,0.9966832504145937,0.003316749585406302
家,2,商家,182,0,1.0,0.0,182,0,1.0,0.0,182,0,1.0,0.0
家,2,画家,570,5,0.991304347826087,0.008695652173913044,573,2,0.9965217391304347,0.0034782608695652175,571,4,0.9930434782608696,0.006956521739130435
家,2,農家,658,1,0.9984825493171472,0.0015174506828528073,659,0,1.0,0.0,659,0,1.0,0.0
家,3,作曲家,514,0,1.0,0.0,514,0,1.0,0.0,514,0,1.0,0.0
家,3,写真家,263,0,1.0,0.0,263,0,1.0,0.0,263,0,1.0,0.0
家,3,専門家,552,1,0.9981916817359855,0.0018083182640144665,553,0,1.0,0.0,553,0,1.0,0.0
家,3,小説家,558,0,1.0,0.0,558,0,1.0,0.0,558,0,1.0,0.0
家,3,投資家,606,0,1.0,0.0,606,0,1.0,0.0,606,0,1.0,0.0
家,3,政治家,559,0,1.0,0.0,559,0,1.0,0.0,559,0,1.0,0.0
家,3,研究家,77,0,1.0,0.0,77,0,1.0,0.0,77,0,1.0,0.0
家,3,脚本家,109,0,1.0,0.0,109,0,1.0,0.0,109,0,1.0,0.0
家,3,舞踊家,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0
家,3,音楽家,381,0,1.0,0.0,381,0,1.0,0.0,381,0,1.0,0.0
師,2,医師,639,0,1.0,0.0,637,2,0.9968701095461658,0.003129890453834116,639,0,1.0,0.0
師,2,彫師,59,0,1.0,0.0,59,0,1.0,0.0,59,0,1.0,0.0
師,2,恩師,286,0,1.0,0.0,286,0,1.0,0.0,286,0,1.0,0.0
師,2,教師,628,0,1.0,0.0,628,0,1.0,0.0,628,0,1.0,0.0
師,2,法師,149,3,0.9802631578947368,0.019736842105263157,151,1,0.993421052631579,0.006578947368421052,152,0,1.0,0.0
師,2,漁師,572,0,1.0,0.0,572,0,1.0,0.0,572,0,1.0,0.0
師,2,牧師,462,0,1.0,0.0,462,0,1.0,0.0,462,0,1.0,0.0
師,2,老師,69,0,1.0,0.0,69,0,1.0,0.0,69,0,1.0,0.0
師,2,薬師,32,8,0.8,0.2,35,5,0.875,0.125,39,1,0.975,0.025
師,2,講師,582,0,1.0,0.0,582,0,1.0,0.0,582,0,1.0,0.0
師,3,助産師,96,3,0.9696969696969697,0.030303030303030304,100,0,1.0,0.0,100,0,1.0,0.0
師,3,宣教師,189,0,1.0,0.0,189,0,1.0,0.0,189,0,1.0,0.0
師,3,看護師,680,4,0.9941520467836257,0.005847953216374269,661,24,0.964963503649635,0.035036496350364967,681,4,0.9941605839416059,0.00583941605839416
師,3,美容師,193,0,1.0,0.0,193,0,1.0,0.0,193,0,1.0,0.0
師,3,薬剤師,421,0,1.0,0.0,421,0,1.0,0.0,421,0,1.0,0.0
師,3,説教師,40,0,1.0,0.0,40,0,1.0,0.0,40,0,1.0,0.0
師,3,調理師,51,0,1.0,0.0,51,0,1.0,0.0,51,0,1.0,0.0
師,3,連歌師,13,0,1.0,0.0,13,0,1.0,0.0,13,0,1.0,0.0
所,2,住所,589,2,0.9966159052453468,0.00338409475465313,591,0,1.0,0.0,591,0,1.0,0.0
所,2,個所,366,0,1.0,0.0,366,0,1.0,0.0,366,0,1.0,0.0
所,2,入所,262,0,1.0,0.0,262,0,1.0,0.0,262,0,1.0,0.0
所,2,出所,569,1,0.9982456140350877,0.0017543859649122807,569,1,0.9982456140350877,0.0017543859649122807,567,3,0.9947368421052631,0.005263157894736842
所,2,別所,30,0,1.0,0.0,30,0,1.0,0.0,30,0,1.0,0.0
所,2,場所,563,4,0.9929453262786596,0.007054673721340388,567,0,1.0,0.0,566,1,0.9982363315696648,0.001763668430335097
所,2,寝所,107,0,1.0,0.0,107,0,1.0,0.0,107,0,1.0,0.0
所,2,役所,566,15,0.9741824440619621,0.025817555938037865,580,1,0.9982788296041308,0.0017211703958691911,581,0,1.0,0.0
所,2,札所,25,0,1.0,0.0,25,0,1.0,0.0,25,0,1.0,0.0
所,2,近所,519,0,1.0,0.0,519,0,1.0,0.0,519,0,1.0,0.0
所,3,事務所,603,0,1.0,0.0,599,4,0.9933665008291874,0.006633499170812604,603,0,1.0,0.0
所,3,代官所,50,0,1.0,0.0,50,0,1.0,0.0,50,0,1.0,0.0
所,3,保健所,626,0,1.0,0.0,623,3,0.9952076677316294,0.004792332268370607,626,0,1.0,0.0
所,3,保育所,684,1,0.9985401459854014,0.00145985401459854,685,0,1.0,0.0,685,0,1.0,0.0
所,3,停留所,111,0,1.0,0.0,111,0,1.0,0.0,111,0,1.0,0.0
所,3,区役所,679,3,0.9956011730205279,0.004398826979472141,682,0,1.0,0.0,679,3,0.9956011730205279,0.004398826979472141
所,3,実験所,6,0,1.0,0.0,6,0,1.0,0.0,6,0,1.0,0.0
所,3,市役所,573,0,1.0,0.0,573,0,1.0,0.0,572,1,0.9982547993019197,0.0017452006980802793
所,3,案内所,40,0,1.0,0.0,40,0,1.0,0.0,40,0,1.0,0.0
所,3,研究所,700,2,0.9971509971509972,0.002849002849002849,702,0,1.0,0.0,698,4,0.9943019943019943,0.005698005698005698
者,2,他者,631,6,0.9905808477237049,0.009419152276295133,631,6,0.9905808477237049,0.009419152276295133,637,0,1.0,0.0
者,2,前者,514,1,0.9980582524271845,0.001941747572815534,515,0,1.0,0.0,515,0,1.0,0.0
者,2,学者,582,12,0.9797979797979798,0.020202020202020204,582,12,0.9797979797979798,0.020202020202020204,584,10,0.9831649831649831,0.016835016835016835
者,2,役者,610,0,1.0,0.0,610,0,1.0,0.0,610,0,1.0,0.0
者,2,後者,511,1,0.998046875,0.001953125,509,3,0.994140625,0.005859375,512,0,1.0,0.0
者,2,患者,715,1,0.9986033519553073,0.0013966480446927375,715,1,0.9986033519553073,0.0013966480446927375,716,0,1.0,0.0
者,2,業者,630,8,0.987460815047022,0.012539184952978056,629,9,0.9858934169278997,0.014106583072100314,630,8,0.987460815047022,0.012539184952978056
者,2,死者,638,4,0.9937694704049844,0.006230529595015576,638,4,0.9937694704049844,0.006230529595015576,638,4,0.9937694704049844,0.006230529595015576
者,2,筆者,534,1,0.9981308411214953,0.001869158878504673,535,0,1.0,0.0,535,0,1.0,0.0
者,2,著者,532,0,1.0,0.0,532,0,1.0,0.0,532,0,1.0,0.0
者,3,使用者,636,0,1.0,0.0,636,0,1.0,0.0,636,0,1.0,0.0
者,3,債務者,742,0,1.0,0.0,742,0,1.0,0.0,742,0,1.0,0.0
者,3,労働者,706,0,1.0,0.0,706,0,1.0,0.0,706,0,1.0,0.0
者,3,教育者,188,0,1.0,0.0,188,0,1.0,0.0,188,0,1.0,0.0
者,3,消費者,669,0,1.0,0.0,669,0,1.0,0.0,669,0,1.0,0.0
者,3,研究者,602,0,1.0,0.0,602,0,1.0,0.0,602,0,1.0,0.0
者,3,筆記者,11,0,1.0,0.0,11,0,1.0,0.0,11,0,1.0,0.0
者,3,雇用者,283,0,1.0,0.0,283,0,1.0,0.0,283,0,1.0,0.0
院,2,上院,190,0,1.0,0.0,190,0,1.0,0.0,190,0,1.0,0.0
院,2,入院,661,0,1.0,0.0,661,0,1.0,0.0,661,0,1.0,0.0
院,2,子院,9,0,1.0,0.0,9,0,1.0,0.0,9,0,1.0,0.0
院,2,寺院,639,0,1.0,0.0,639,0,1.0,0.0,636,3,0.9953051643192489,0.004694835680751174
院,2,当院,88,0,1.0,0.0,88,0,1.0,0.0,88,0,1.0,0.0
院,2,法院,4,0,1.0,0.0,4,0,1.0,0.0,4,0,1.0,0.0
院,2,病院,631,1,0.9984177215189873,0.0015822784810126582,632,0,1.0,0.0,632,0,1.0,0.0
院,2,議院,78,9,0.896551724137931,0.10344827586206896,79,8,0.9080459770114943,0.09195402298850575,78,9,0.896551724137931,0.10344827586206896
院,2,転院,73,0,1.0,0.0,73,0,1.0,0.0,73,0,1.0,0.0
院,2,退院,316,1,0.9968454258675079,0.0031545741324921135,316,1,0.9968454258675079,0.0031545741324921135,316,1,0.9968454258675079,0.0031545741324921135
院,3,人事院,240,0,1.0,0.0,240,0,1.0,0.0,239,1,0.9958333333333333,0.004166666666666667
院,3,伝法院,11,1,0.9166666666666666,0.08333333333333333,12,0,1.0,0.0,10,2,0.8333333333333334,0.16666666666666666
院,3,参議院,402,0,1.0,0.0,402,0,1.0,0.0,399,3,0.9925373134328358,0.007462686567164179
院,3,四合院,41,0,1.0,0.0,41,0,1.0,0.0,41,0,1.0,0.0
院,3,大学院,674,10,0.9853801169590644,0.014619883040935672,674,10,0.9853801169590644,0.014619883040935672,683,1,0.9985380116959064,0.0014619883040935672
院,3,密蔵院,7,0,1.0,0.0,7,0,1.0,0.0,7,0,1.0,0.0
院,3,感化院,33,0,1.0,0.0,33,0,1.0,0.0,33,0,1.0,0.0
院,3,美容院,483,0,1.0,0.0,483,0,1.0,0.0,483,0,1.0,0.0
院,3,衆議院,654,0,1.0,0.0,654,0,1.0,0.0,652,2,0.9969418960244648,0.0030581039755351682
館,2,休館,301,0,1.0,0.0,301,0,1.0,0.0,301,0,1.0,0.0
館,2,会館,125,0,1.0,0.0,125,0,1.0,0.0,124,1,0.992,0.008
館,2,公館,19,0,1.0,0.0,19,0,1.0,0.0,19,0,1.0,0.0
館,2,分館,38,0,1.0,0.0,38,0,1.0,0.0,38,0,1.0,0.0
館,2,別館,94,0,1.0,0.0,94,0,1.0,0.0,94,0,1.0,0.0
館,2,旅館,621,1,0.9983922829581994,0.001607717041800643,622,1,0.9983948635634029,0.0016051364365971107,623,0,1.0,0.0
館,2,旧館,25,0,1.0,0.0,25,0,1.0,0.0,25,0,1.0,0.0
館,2,本館,176,0,1.0,0.0,176,0,1.0,0.0,176,0,1.0,0.0
館,2,閉館,39,0,1.0,0.0,39,0,1.0,0.0,39,0,1.0,0.0
館,2,開館,198,2,0.99,0.01,198,2,0.99,0.01,198,2,0.99,0.01
館,3,体育館,549,1,0.9981818181818182,0.0018181818181818182,550,0,1.0,0.0,550,0,1.0,0.0
館,3,公民館,537,0,1.0,0.0,537,0,1.0,0.0,537,0,1.0,0.0
館,3,区民館,8,0,1.0,0.0,8,0,1.0,0.0,8,0,1.0,0.0
館,3,博物館,687,1,0.998546511627907,0.0014534883720930232,687,1,0.998546511627907,0.0014534883720930232,688,0,1.0,0.0
館,3,図書館,742,5,0.9933065595716198,0.006693440428380187,745,2,0.9973226238286479,0.002677376171352075,745,2,0.9973226238286479,0.002677376171352075
館,3,大使館,338,2,0.9941176470588236,0.0058823529411764705,340,0,1.0,0.0,339,1,0.9970588235294118,0.0029411764705882353
館,3,文書館,96,3,0.9696969696969697,0.030303030303030304,98,1,0.98989898989899,0.010101010101010102,99,0,1.0,0.0
館,3,映画館,577,1,0.9982698961937716,0.0017301038062283738,578,0,1.0,0.0,577,1,0.9982698961937716,0.0017301038062283738
館,3,美術館,687,1,0.998546511627907,0.0014534883720930232,688,0,1.0,0.0,687,1,0.998546511627907,0.0014534883720930232
館,3,記念館,82,0,1.0,0.0,82,0,1.0,0.0,82,0,1.0,0.0
